participantId,trialId,trialOrder,responseId,status,rejectReason,rejectTime,percentComplete,description,instruction,responsePrompt,answer,correctAnswer,responseMin,responseMax,startTime,endTime,duration,cleanedDuration,configHash,parameters_language,parameters_imagePath,parameters_type,parameters_tabular
"60e2bf0aa568b97e8d525872","writing-task-NL","4","code","completed","undefined","undefined","96.77","writing task with natural language data","Before learning the syntax rules of data serialization formats and completing the related tasks, please look at the image and type out the text as it appears.(Please do not use any AI-assisted tools to complete the task.Please type your answer manually. Responses entered by copying and pasting into the code editor will not be considered complete and will not be eligible for compensation. To prevent accidental submissions from being marked as incomplete, a minimum input requirement has been set.)","Please type at least 20 characters to pass the validation.","""my life is very monotonous,"" the fox said. ""I hunt
                chickens; men hunt me. All
the chickens are just alike, and all the men are just alike.
                      And, in consequnce,
 I am a litlle bored. But if you tame, it will be as if the
                     sun came to shine on
                           my life.
","undefined","undefined","undefined","2025-05-09T05:14:31.169Z","2025-05-09T05:20:09.293Z","338124","338124","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","plain_text","a-usability-study-config/assets/tasks/fig/nl_write.png","writing","false"
"60e2bf0aa568b97e8d525872","writing-task-NL","4","error","completed","undefined","undefined","96.77","writing task with natural language data","Before learning the syntax rules of data serialization formats and completing the related tasks, please look at the image and type out the text as it appears.(Please do not use any AI-assisted tools to complete the task.Please type your answer manually. Responses entered by copying and pasting into the code editor will not be considered complete and will not be eligible for compensation. To prevent accidental submissions from being marked as incomplete, a minimum input requirement has been set.)","","""my life is very monotonous,"" the fox said. ""I hunt
                chickens; men hunt me. All
the chickens are just alike, and all the men are just alike.
                      And, in consequnce,
 I am a litlle bored. But if you tame, it will be as if the
                     sun came to shine on
                           my life.
","undefined","undefined","undefined","2025-05-09T05:14:31.169Z","2025-05-09T05:20:09.293Z","338124","338124","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","plain_text","a-usability-study-config/assets/tasks/fig/nl_write.png","writing","false"
"60e2bf0aa568b97e8d525872","writing-task-NL","4","writing-task-NL","completed","undefined","undefined","96.77","writing task with natural language data","Before learning the syntax rules of data serialization formats and completing the related tasks, please look at the image and type out the text as it appears.(Please do not use any AI-assisted tools to complete the task.Please type your answer manually. Responses entered by copying and pasting into the code editor will not be considered complete and will not be eligible for compensation. To prevent accidental submissions from being marked as incomplete, a minimum input requirement has been set.)","Are you sure to submit your answer?","Yes","Yes","undefined","undefined","2025-05-09T05:14:31.169Z","2025-05-09T05:20:09.293Z","338124","338124","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","plain_text","a-usability-study-config/assets/tasks/fig/nl_write.png","writing","false"
"60e2bf0aa568b97e8d525872","post-task-question","5","difficulty","completed","undefined","undefined","96.77","undefined","undefined","How difficult was this question?","5","undefined","undefined","undefined","2025-05-09T05:20:09.531Z","2025-05-09T05:20:17.489Z","7958","7958","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"60e2bf0aa568b97e8d525872","post-task-question","5","confidence","completed","undefined","undefined","96.77","undefined","undefined","How confident are you in your answer?","6","undefined","undefined","undefined","2025-05-09T05:20:09.531Z","2025-05-09T05:20:17.489Z","7958","7958","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"60e2bf0aa568b97e8d525872","tutorial-toml-part1","6","quiz-toml-part1","completed","undefined","undefined","96.77","undefined","","Please scroll down to the bottom of the tutorial section and look at the exercise questions. Select all the answers that are correctly written in TOML.","C,D","[""B"",""D""]","undefined","undefined","2025-05-09T05:20:17.596Z","2025-05-09T05:23:57.029Z","219433","219433","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"60e2bf0aa568b97e8d525872","tutorial-toml-part2","7","quiz-toml-part2","completed","undefined","undefined","96.77","undefined","","Please scroll down to the bottom of the tutorial section and look at the exercise questions. Select all the answers that are correctly written in TOML.","A,B,D","[""A"",""B"",""D""]","undefined","undefined","2025-05-09T05:23:57.225Z","2025-05-09T05:27:28.067Z","210842","210842","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"60e2bf0aa568b97e8d525872","reading-task-config-toml-1","8","reading-task-config-toml_q1","completed","undefined","undefined","96.77","reading task with configuration data","Please read the data in code editor and answer the following questions. (If needed, click the top-right help button to review syntax rules.)","1. What is the value of the ""version"" key in the TOML file?","^3.2.4","undefined","undefined","undefined","2025-05-09T05:27:28.205Z","2025-05-09T05:29:14.754Z","106549","106549","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","toml","null","reading","false"
"60e2bf0aa568b97e8d525872","reading-task-config-toml-1","8","reading-task-config-toml","completed","undefined","undefined","96.77","reading task with configuration data","Please read the data in code editor and answer the following questions. (If needed, click the top-right help button to review syntax rules.)","Are you sure to submit your answer?","Yes","Yes","undefined","undefined","2025-05-09T05:27:28.205Z","2025-05-09T05:29:14.754Z","106549","106549","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","toml","null","reading","false"
"60e2bf0aa568b97e8d525872","post-task-question","9","difficulty","completed","undefined","undefined","96.77","undefined","undefined","How difficult was this question?","7","undefined","undefined","undefined","2025-05-09T05:29:15.035Z","2025-05-09T05:29:23.936Z","8901","8901","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"60e2bf0aa568b97e8d525872","post-task-question","9","confidence","completed","undefined","undefined","96.77","undefined","undefined","How confident are you in your answer?","1","undefined","undefined","undefined","2025-05-09T05:29:15.035Z","2025-05-09T05:29:23.936Z","8901","8901","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"60e2bf0aa568b97e8d525872","reading-task-config-toml-2","10","reading-task-config-toml_q2","completed","undefined","undefined","96.77","reading task with configuration data","Please read the data in code editor and answer the following questions. (If needed, click the top-right help button to review syntax rules.)","2. What is the value of the ""node"" key?","7.9.0","undefined","undefined","undefined","2025-05-09T05:29:24.063Z","2025-05-09T05:30:44.052Z","79989","79989","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","toml","null","reading","false"
"60e2bf0aa568b97e8d525872","reading-task-config-toml-2","10","reading-task-config-toml","completed","undefined","undefined","96.77","reading task with configuration data","Please read the data in code editor and answer the following questions. (If needed, click the top-right help button to review syntax rules.)","Are you sure to submit your answer?","Yes","Yes","undefined","undefined","2025-05-09T05:29:24.063Z","2025-05-09T05:30:44.052Z","79989","79989","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","toml","null","reading","false"
"60e2bf0aa568b97e8d525872","post-task-question","11","difficulty","completed","undefined","undefined","96.77","undefined","undefined","How difficult was this question?","7","undefined","undefined","undefined","2025-05-09T05:30:44.331Z","2025-05-09T05:30:51.192Z","6861","6861","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"60e2bf0aa568b97e8d525872","post-task-question","11","confidence","completed","undefined","undefined","96.77","undefined","undefined","How confident are you in your answer?","2","undefined","undefined","undefined","2025-05-09T05:30:44.331Z","2025-05-09T05:30:51.192Z","6861","6861","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"60e2bf0aa568b97e8d525872","reading-task-config-toml-3","12","reading-task-config-toml_q3","completed","undefined","undefined","96.77","reading task with configuration data","Please read the data in code editor and answer the following questions. (If needed, click the top-right help button to review syntax rules.)","3. How many values does the ""keywords"" key contain? ","6","undefined","undefined","undefined","2025-05-09T05:30:51.308Z","2025-05-09T05:31:29.601Z","38293","38293","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","toml","null","reading","false"
"60e2bf0aa568b97e8d525872","reading-task-config-toml-3","12","reading-task-config-toml","completed","undefined","undefined","96.77","reading task with configuration data","Please read the data in code editor and answer the following questions. (If needed, click the top-right help button to review syntax rules.)","Are you sure to submit your answer?","Yes","Yes","undefined","undefined","2025-05-09T05:30:51.308Z","2025-05-09T05:31:29.601Z","38293","38293","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","toml","null","reading","false"
"60e2bf0aa568b97e8d525872","post-task-question","13","difficulty","completed","undefined","undefined","96.77","undefined","undefined","How difficult was this question?","6","undefined","undefined","undefined","2025-05-09T05:31:29.811Z","2025-05-09T05:31:35.675Z","5864","5864","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"60e2bf0aa568b97e8d525872","post-task-question","13","confidence","completed","undefined","undefined","96.77","undefined","undefined","How confident are you in your answer?","2","undefined","undefined","undefined","2025-05-09T05:31:29.811Z","2025-05-09T05:31:35.675Z","5864","5864","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"60e2bf0aa568b97e8d525872","reading-task-config-toml-4","14","reading-task-config-toml_q4","completed","undefined","undefined","96.77","reading task with configuration data","Please read the data in code editor and answer the following questions. (If needed, click the top-right help button to review syntax rules.)","4. Some top-level keys in the JSON file contain nested structures, meaning they have child key-value pairs. For example, 'repository' is a valid answer because it includes both 'type' and 'url' as nested keys. Which of the following keys do not have this kind of nested structure?","engines","undefined","undefined","undefined","2025-05-09T05:31:35.787Z","2025-05-09T05:33:20.890Z","105103","105103","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","toml","null","reading","false"
"60e2bf0aa568b97e8d525872","reading-task-config-toml-4","14","reading-task-config-toml","completed","undefined","undefined","96.77","reading task with configuration data","Please read the data in code editor and answer the following questions. (If needed, click the top-right help button to review syntax rules.)","Are you sure to submit your answer?","Yes","Yes","undefined","undefined","2025-05-09T05:31:35.787Z","2025-05-09T05:33:20.890Z","105103","105103","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","toml","null","reading","false"
"60e2bf0aa568b97e8d525872","post-task-question","15","difficulty","completed","undefined","undefined","96.77","undefined","undefined","How difficult was this question?","7","undefined","undefined","undefined","2025-05-09T05:33:21.084Z","2025-05-09T05:33:26.594Z","5510","5510","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"60e2bf0aa568b97e8d525872","post-task-question","15","confidence","completed","undefined","undefined","96.77","undefined","undefined","How confident are you in your answer?","3","undefined","undefined","undefined","2025-05-09T05:33:21.084Z","2025-05-09T05:33:26.594Z","5510","5510","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"60e2bf0aa568b97e8d525872","reading-task-config-toml-5","16","reading-task-config-toml_q5","completed","undefined","undefined","96.77","reading task with configuration data","Please read the data in code editor and answer the following questions. (If needed, click the top-right help button to review syntax rules.)","5. In the 'dependencies' section, any dependency with a version number of 5.0.0 or higher may potentially cause compatibility issues. Which of the following dependencies meet this criterion?","d3-delaunay","undefined","undefined","undefined","2025-05-09T05:33:26.702Z","2025-05-09T05:33:59.473Z","32771","32771","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","toml","null","reading","false"
"60e2bf0aa568b97e8d525872","reading-task-config-toml-5","16","reading-task-config-toml","completed","undefined","undefined","96.77","reading task with configuration data","Please read the data in code editor and answer the following questions. (If needed, click the top-right help button to review syntax rules.)","Are you sure to submit your answer?","Yes","Yes","undefined","undefined","2025-05-09T05:33:26.702Z","2025-05-09T05:33:59.473Z","32771","32771","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","toml","null","reading","false"
"60e2bf0aa568b97e8d525872","post-task-question","17","difficulty","completed","undefined","undefined","96.77","undefined","undefined","How difficult was this question?","2","undefined","undefined","undefined","2025-05-09T05:33:59.669Z","2025-05-09T05:34:08.218Z","8549","8549","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"60e2bf0aa568b97e8d525872","post-task-question","17","confidence","completed","undefined","undefined","96.77","undefined","undefined","How confident are you in your answer?","6","undefined","undefined","undefined","2025-05-09T05:33:59.669Z","2025-05-09T05:34:08.218Z","8549","8549","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"60e2bf0aa568b97e8d525872","writing-task-config-toml","18","code","completed","undefined","undefined","96.77","writing task with configuration data","Please refer to the data structure shown in the figure and convert it into TOML format. If needed, click the top-right help button to review syntax rules.(Please do not use any AI-assisted tools to complete the task.Please type your answer manually. Responses entered by copying and pasting into the code editor will not be considered complete and will not be eligible for compensation. To prevent accidental submissions from being marked as incomplete, a minimum input requirement has been set.)","Please type at least 20 characters to pass the validation.","version = ""4.4.7""

[keywords]
keywords = [""canvas"", ""responsive"", ""charts""]

[engines]
pnpm = "">=8""

[repository]
type = ""git""

[repository.author]
""middle name"" = """"
Ismember = true","undefined","undefined","undefined","2025-05-09T05:34:08.322Z","2025-05-09T05:41:22.768Z","434446","434446","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","toml","a-usability-study-config/assets/tasks/fig/config_write.png","writing","false"
"60e2bf0aa568b97e8d525872","writing-task-config-toml","18","error","completed","undefined","undefined","96.77","writing task with configuration data","Please refer to the data structure shown in the figure and convert it into TOML format. If needed, click the top-right help button to review syntax rules.(Please do not use any AI-assisted tools to complete the task.Please type your answer manually. Responses entered by copying and pasting into the code editor will not be considered complete and will not be eligible for compensation. To prevent accidental submissions from being marked as incomplete, a minimum input requirement has been set.)","","version = ""4.4.7""

[keywords]
keywords = [""canvas"", ""responsive"", ""charts""]

[engines]
pnpm = "">=8""

[repository]
type = ""git""

[repository.author]
""middle name"" = """"
Ismember = true","undefined","undefined","undefined","2025-05-09T05:34:08.322Z","2025-05-09T05:41:22.768Z","434446","434446","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","toml","a-usability-study-config/assets/tasks/fig/config_write.png","writing","false"
"60e2bf0aa568b97e8d525872","writing-task-config-toml","18","writing-task-config-toml","completed","undefined","undefined","96.77","writing task with configuration data","Please refer to the data structure shown in the figure and convert it into TOML format. If needed, click the top-right help button to review syntax rules.(Please do not use any AI-assisted tools to complete the task.Please type your answer manually. Responses entered by copying and pasting into the code editor will not be considered complete and will not be eligible for compensation. To prevent accidental submissions from being marked as incomplete, a minimum input requirement has been set.)","Are you sure to submit your answer?","Yes","Yes","undefined","undefined","2025-05-09T05:34:08.322Z","2025-05-09T05:41:22.768Z","434446","434446","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","toml","a-usability-study-config/assets/tasks/fig/config_write.png","writing","false"
"60e2bf0aa568b97e8d525872","post-task-question","19","difficulty","completed","undefined","undefined","96.77","undefined","undefined","How difficult was this question?","7","undefined","undefined","undefined","2025-05-09T05:41:23.022Z","2025-05-09T05:41:28.267Z","5245","5245","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"60e2bf0aa568b97e8d525872","post-task-question","19","confidence","completed","undefined","undefined","96.77","undefined","undefined","How confident are you in your answer?","1","undefined","undefined","undefined","2025-05-09T05:41:23.022Z","2025-05-09T05:41:28.267Z","5245","5245","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"60e2bf0aa568b97e8d525872","modifying-task-config-toml-1","20","modifying-task-config-toml","completed","undefined","undefined","96.77","modifying task with configuration data","Please modify the TOML data in the code editor according to the requirements listed in the sidebar. (If needed, click the top-right help button to review syntax rules.)","Are you sure to submit your answer?","Yes","Yes","undefined","undefined","2025-05-09T05:41:28.390Z","2025-05-09T05:44:00.093Z","151703","151703","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","toml","null","modifying","false"
"60e2bf0aa568b97e8d525872","modifying-task-config-toml-1","20","code","completed","undefined","undefined","96.77","modifying task with configuration data","Please modify the TOML data in the code editor according to the requirements listed in the sidebar. (If needed, click the top-right help button to review syntax rules.)","undefined","name = ""vega-lite""
author = ""Dominik Moritz, Kanit Wongsuphasawat, Arvind Satyanarayan, Jeffrey Heer""
version = ""5.31.0""   # make sure that the vega version specified in peerDependencies matches this value.
collaborators = [""Kanit Wongsuphasawat"", ""Dominik Moritz"", ""Arvind Satyanarayan"", ""Jeffrey Heer""]
homepage = ""vega.github.io/vega-lite/""
description = ""Vega-Lite is a concise high-level language for interactive visualization.""
keywords = [""vega"", ""chart"", ""visualization""]
main = ""build/vega-lite.js""
unpkg = ""build/vega-lite.min.js""
jsdelivr = ""build/vega-lite.min.js""
module = ""build/src/index""
types = ""build/src/index.d.ts""
files = [""bin"", ""build"", ""src"", ""vega-lite*"", ""tsconfig.json""]
license = ""BSD-3-Clause""
packageManager = ""yarn@1.22.22""

[bin]
vl2pdf = ""./bin/vl2pdf""
vl2png = ""./bin/vl2png""
vl2svg = ""./bin/vl2svg""
vl2vg = ""./bin/vl2vg""

[scripts]
changelog = ""conventional-changelog -p angular -r""
prebuild = ""yarn clean:build""
build = ""yarn build:only""
data = ""rsync -r node_modules/vega-datasets/data/* site/data""
build-editor-preview = ""scripts/build-editor-preview.sh""
schema = ""mkdir -p build && ts-json-schema-generator -f tsconfig.json -p src/index.ts -t TopLevelSpec --no-type-check --no-ref-encode > build/vega-lite-schema.json && yarn renameschema && cp build/vega-lite-schema.json site/_data/""
renameschema = ""scripts/rename-schema.sh""
presite = ""yarn data && yarn schema && yarn build:site && yarn build:versions && scripts/create-example-pages.sh""
site = ""yarn site:only""
format = ""eslint . --fix && yarn prettierbase --write""
lint = ""eslint . && yarn prettierbase --check""
test = ""yarn jest test/ && yarn lint && yarn schema && yarn jest examples/ && yarn""
release = ""release-it""

[repository]
type = ""git""
url = ""github.com/vega/vega-lite.git""

[bugs]
url = ""github.com/vega/vega-lite/issues""

[devDependencies]
ajv = ""^8.17.1""
ajv-formats = ""^3.0.1""
cheerio = ""^1.0.0""
conventional-changelog-cli = ""^5.0.0""
d3 = ""^7.9.0""
del-cli = ""^6.0.0""
eslint = ""^8.57.0""
eslint-config-prettier = ""^9.1.0""
eslint-plugin-jest = ""^28.11.0""
eslint-plugin-prettier = ""^5.2.1""
fast-json-stable-stringify = ""~2.1.0""
""highlight.js"" = ""^11.11.1""
jest = ""^29.7.0""
jest-dev-server = ""^11.0.0""
mkdirp = ""^3.0.1""
pako = ""^2.1.0""
prettier = ""^3.4.2""
puppeteer = ""^15.0.0""
release-it = ""18.1.2""
rollup = ""^4.32.1""
rollup-plugin-bundle-size = ""^1.0.3""
serve = ""^14.2.4""
terser = ""^5.37.0""
ts-jest = ""^29.2.5""
ts-json-schema-generator = ""^2.3.0""
typescript = ""~5.7.3""
vega-cli = ""^5.31.0""
vega-datasets = ""^2.11.0""
vega-embed = ""^6.29.0""
vega-tooltip = ""^0.35.2""
yaml-front-matter = ""^4.1.1""

[dependencies]
json-stringify-pretty-compact = ""~4.0.0""
tslib = ""~2.8.1""
vega-event-selector = ""~3.0.1""
vega-expression = ""~5.1.2""
vega-util = ""~1.17.3""
yargs = ""~17.7.2""

[peerDependencies]
vega = ""^5.31.0""   # make sure this value matches the value of the version at the beginning.

[engines]
node = "">=18""","undefined","undefined","undefined","2025-05-09T05:41:28.390Z","2025-05-09T05:44:00.093Z","151703","151703","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","toml","null","modifying","false"
"60e2bf0aa568b97e8d525872","modifying-task-config-toml-1","20","error","completed","undefined","undefined","96.77","modifying task with configuration data","Please modify the TOML data in the code editor according to the requirements listed in the sidebar. (If needed, click the top-right help button to review syntax rules.)","undefined","name = ""vega-lite""
author = ""Dominik Moritz, Kanit Wongsuphasawat, Arvind Satyanarayan, Jeffrey Heer""
version = ""5.31.0""   # make sure that the vega version specified in peerDependencies matches this value.
collaborators = [""Kanit Wongsuphasawat"", ""Dominik Moritz"", ""Arvind Satyanarayan"", ""Jeffrey Heer""]
homepage = ""vega.github.io/vega-lite/""
description = ""Vega-Lite is a concise high-level language for interactive visualization.""
keywords = [""vega"", ""chart"", ""visualization""]
main = ""build/vega-lite.js""
unpkg = ""build/vega-lite.min.js""
jsdelivr = ""build/vega-lite.min.js""
module = ""build/src/index""
types = ""build/src/index.d.ts""
files = [""bin"", ""build"", ""src"", ""vega-lite*"", ""tsconfig.json""]
license = ""BSD-3-Clause""
packageManager = ""yarn@1.22.22""

[bin]
vl2pdf = ""./bin/vl2pdf""
vl2png = ""./bin/vl2png""
vl2svg = ""./bin/vl2svg""
vl2vg = ""./bin/vl2vg""

[scripts]
changelog = ""conventional-changelog -p angular -r""
prebuild = ""yarn clean:build""
build = ""yarn build:only""
data = ""rsync -r node_modules/vega-datasets/data/* site/data""
build-editor-preview = ""scripts/build-editor-preview.sh""
schema = ""mkdir -p build && ts-json-schema-generator -f tsconfig.json -p src/index.ts -t TopLevelSpec --no-type-check --no-ref-encode > build/vega-lite-schema.json && yarn renameschema && cp build/vega-lite-schema.json site/_data/""
renameschema = ""scripts/rename-schema.sh""
presite = ""yarn data && yarn schema && yarn build:site && yarn build:versions && scripts/create-example-pages.sh""
site = ""yarn site:only""
format = ""eslint . --fix && yarn prettierbase --write""
lint = ""eslint . && yarn prettierbase --check""
test = ""yarn jest test/ && yarn lint && yarn schema && yarn jest examples/ && yarn""
release = ""release-it""

[repository]
type = ""git""
url = ""github.com/vega/vega-lite.git""

[bugs]
url = ""github.com/vega/vega-lite/issues""

[devDependencies]
ajv = ""^8.17.1""
ajv-formats = ""^3.0.1""
cheerio = ""^1.0.0""
conventional-changelog-cli = ""^5.0.0""
d3 = ""^7.9.0""
del-cli = ""^6.0.0""
eslint = ""^8.57.0""
eslint-config-prettier = ""^9.1.0""
eslint-plugin-jest = ""^28.11.0""
eslint-plugin-prettier = ""^5.2.1""
fast-json-stable-stringify = ""~2.1.0""
""highlight.js"" = ""^11.11.1""
jest = ""^29.7.0""
jest-dev-server = ""^11.0.0""
mkdirp = ""^3.0.1""
pako = ""^2.1.0""
prettier = ""^3.4.2""
puppeteer = ""^15.0.0""
release-it = ""18.1.2""
rollup = ""^4.32.1""
rollup-plugin-bundle-size = ""^1.0.3""
serve = ""^14.2.4""
terser = ""^5.37.0""
ts-jest = ""^29.2.5""
ts-json-schema-generator = ""^2.3.0""
typescript = ""~5.7.3""
vega-cli = ""^5.31.0""
vega-datasets = ""^2.11.0""
vega-embed = ""^6.29.0""
vega-tooltip = ""^0.35.2""
yaml-front-matter = ""^4.1.1""

[dependencies]
json-stringify-pretty-compact = ""~4.0.0""
tslib = ""~2.8.1""
vega-event-selector = ""~3.0.1""
vega-expression = ""~5.1.2""
vega-util = ""~1.17.3""
yargs = ""~17.7.2""

[peerDependencies]
vega = ""^5.31.0""   # make sure this value matches the value of the version at the beginning.

[engines]
node = "">=18""","undefined","undefined","undefined","2025-05-09T05:41:28.390Z","2025-05-09T05:44:00.093Z","151703","151703","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","toml","null","modifying","false"
"60e2bf0aa568b97e8d525872","post-task-question","21","difficulty","completed","undefined","undefined","96.77","undefined","undefined","How difficult was this question?","4","undefined","undefined","undefined","2025-05-09T05:44:00.395Z","2025-05-09T05:44:07.876Z","7481","7481","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"60e2bf0aa568b97e8d525872","post-task-question","21","confidence","completed","undefined","undefined","96.77","undefined","undefined","How confident are you in your answer?","4","undefined","undefined","undefined","2025-05-09T05:44:00.395Z","2025-05-09T05:44:07.876Z","7481","7481","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","undefined","undefined","undefined","undefined"
"60e2bf0aa568b97e8d525872","modifying-task-config-toml-2","22","modifying-task-config-toml","completed","undefined","undefined","96.77","modifying task with configuration data","Please modify the TOML data in the code editor according to the requirements listed in the sidebar. (If needed, click the top-right help button to review syntax rules.)","Are you sure to submit your answer?","Yes","Yes","undefined","undefined","2025-05-09T05:44:08.003Z","2025-05-09T05:48:46.959Z","278956","278956","6554855862d9fd44ace680ac454867f295b932f0edc8cc67a33eaa645fc14451","toml","null","modifying","false"
